ticker,status,sector,industry,last_date,last_close,data_points,rising_3day,declining_3day,rising_7day,declining_7day,pct_1d,pct_3d,pct_5d,pct_21d,pct_63d,pct_252d,avg_1y,avg_2y,avg_5y,avg_max,cum_return_from_start_pct,ann_vol_pct,rsi,52w_high,52w_low,pct_from_52w_high,pct_from_52w_low,avg_volume_20d,volume_vs_avg
INCY,ok,Health Care,Biotechnology,2025-09-12,83.0999984741211,8018,False,True,False,False,-3.5627245677842145,-2.9205607997245586,-4.085873661663819,-3.203261559554915,20.052003768625436,31.633133325087194,69.98338637029032,64.49019879138257,71.37774684322868,37.64041473699585,4331.999918619792,62.62484828908698,42.99131880513948,86.95999908447266,55.16999816894531,-4.438823195710905,50.62534209199471,1682760.0,5.4874135349069375
CARR,ok,Industrials,Building Products,2025-09-12,61.66999816894531,1379,False,True,False,False,-1.0112376819107038,-2.8359902586084673,-5.8617063685935005,-8.023869706105035,-14.663903494487297,-13.09426688645372,70.0064271265767,63.884349322461226,50.978469084782205,48.2643123865992,451.2317959670186,37.80948528052491,30.437566094445458,81.67094421386719,55.20835494995117,-24.489671617541855,11.704103889441928,6207065.0,-15.82334001657788
EW,ok,Health Care,Health Care Equipment,2025-09-12,77.56999969482422,6405,False,True,False,True,-0.5640333666929842,-2.794490315354037,-4.163581226750801,-0.1416073763123249,2.2137308191953142,15.53470420016696,73.17079676289957,76.00562610967496,86.90931517607088,30.971991230490428,5541.454523259943,33.34451452371963,18.768241510041847,81.83000183105469,64.54000091552734,-5.205917195291797,20.18902788109824,3910765.0,61.13471405211002
MPWR,ok,Information Technology,Semiconductors,2025-09-12,834.1400146484375,5236,False,True,False,False,-0.7425200740283078,-2.766151118912652,-3.6634064675301836,-3.209558312406946,16.32989442205879,-0.7853871598981765,700.6467041988296,682.0848798202,520.437576306094,162.27710022217815,9767.520635666293,47.24423670085909,46.73942178051557,936.7351684570312,454.2252502441406,-10.952418278219033,83.64016844067943,487430.0,-32.35951828980571
CDW,ok,Information Technology,Technology Distributors,2025-09-12,164.2899932861328,3072,False,True,False,False,-0.8688846186743482,-2.7582147062938156,-3.2050919568388347,-1.5362018697762991,-5.632524669016448,-22.816263160128326,180.54363199059233,200.43819322832536,179.91567898404065,107.81799954983096,917.8038241463637,28.39261744679302,46.19732404800216,225.44798278808594,143.45864868164062,-27.12731723993278,14.520800799344288,1226125.0,-8.598226118870421
HPQ,ok,Information Technology,"Technology Hardware, Storage & Peripherals",2025-09-12,27.969999313354492,16032,False,True,False,False,-1.3055781130601463,-2.7164342380706086,-3.711152927543515,4.094133758048146,14.19219047295699,-12.314098505301663,29.503434519368813,29.21360499721398,27.6412993654324,6.317867758984658,69762.186835633,35.80880527593395,55.49757529996908,37.76552963256836,21.417325973510742,-25.937754387446393,30.595198242526596,9500165.0,-14.724638993112226
TER,ok,Information Technology,Semiconductor Materials & Equipment,2025-09-12,112.23999786376953,13253,False,True,False,False,-2.872966220980444,-2.459374153610938,-6.6222955795083855,-1.4534481999831317,30.779793686202538,-10.05125570077593,104.92959302925019,108.86358290685574,108.99545857253348,22.322953560618036,9961.943892594212,50.616957426417244,43.90457491355794,139.49827575683594,67.78853607177734,-19.54022567316976,65.57371550983947,3591845.0,64.35564452252254
SBUX,ok,Consumer Discretionary,Restaurants,2025-09-12,81.9000015258789,8362,False,True,False,True,-0.5585224393682697,-2.2789596567873827,-4.132036482133794,-12.465078124458506,-12.595008417011522,-10.019657744683686,93.23645171511221,89.49695629627993,90.96056054352195,28.35956459054249,32310.500259049728,37.55536042878765,27.5312186186879,114.24659729003906,78.61421203613281,-28.312962076272175,4.179638012826324,8404715.0,18.84757543831053
TT,ok,Industrials,Building Products,2025-09-12,400.7699890136719,11467,False,True,False,False,-3.4009872018600062,-2.1103574830008798,-3.1558847793435874,-7.631262766928238,-5.332444358324695,16.86108021050321,391.9863109816593,333.62746294450096,229.57523291278036,40.25602069982335,44644.493282840594,31.840464540126572,33.30263437172343,471.4648742675781,313.806640625,-14.994730066313197,27.71239901598939,1240315.0,26.072812148526793
KHC,ok,Consumer Staples,Packaged Foods & Meats,2025-09-12,26.1299991607666,2564,False,True,False,False,-1.4705931005476236,-2.0247503336429773,-4.250647547984254,-5.3758086779124525,0.20294914429583866,-22.27888194423564,28.844935785726722,30.547575296511944,31.182859446592392,36.9645562171936,-44.03605364377216,26.994453379908183,37.124968254520745,34.07453155517578,25.239377975463867,-23.315162474192363,3.528697047005438,13960565.0,22.82669075356192
CMCSA,ok,Communication Services,Cable & Satellite,2025-09-12,33.060001373291016,11467,False,True,False,False,-1.0179644822005507,-1.811692393309694,-2.5066307223412188,0.3643070782787694,-5.406721971447648,-12.613887550620328,36.281584431925616,37.883569137239554,40.00200357254903,11.85044494784054,52244.03356066828,35.14586478462815,30.324964435281856,43.95838928222656,31.40999984741211,-24.79250965945203,5.2531089904314365,20746165.0,14.95232974383458
INTC,ok,Information Technology,Semiconductors,2025-09-12,24.079999923706055,11467,False,True,False,False,-2.1535988358430846,-1.4729975551755592,-1.6741521079785215,8.370840089241938,15.936443875739691,26.870392542005384,21.969203135881767,28.978488899367466,36.04059671444498,15.090526142243137,13167.234816251204,40.470782391089735,40.425541628642286,27.389999389648438,18.1299991607666,-12.084700765613517,32.81853854585543,110650390.0,-52.52859027428642
HSY,ok,Consumer Staples,Packaged Foods & Meats,2025-09-12,185.00999450683594,11467,False,True,False,False,-0.2910312778444113,-1.4278906173529227,-0.25339725659339063,3.5359717633243415,8.312148493799443,-5.759565783197374,169.94624881820374,177.0949709458095,181.26583631479056,45.095949126280644,55002.93817290319,24.60828828551754,59.207829710545916,194.3812255859375,141.22430419921875,-4.821057718333228,31.004359027218637,1153565.0,-24.451591371097425
TROW,ok,Financials,Asset Management & Custody Banks,2025-09-12,105.62999725341797,9940,False,True,False,False,-0.056774705839890416,-1.41857606235668,-2.339133064931398,-3.9290584945243956,13.20330084360779,7.00087246014518,102.75274755470306,102.39259500674177,116.50886600032733,35.66697569596066,32402.939644484224,37.255962192585216,42.92551758170763,120.07460021972656,79.19214630126953,-12.029690658870543,33.38443543577075,1485870.0,-24.421382758922384
DAL,ok,Industrials,Passenger Airlines,2025-09-12,59.869998931884766,4621,False,True,False,False,-0.9430835668026161,-1.3348737132783506,-2.1412248557641678,0.7573220747331355,22.91474529504123,39.59117453138256,54.45928970276122,47.9816119874685,41.91196620540254,30.757567603514325,233.36447229391862,51.38632459339399,39.955848867211444,68.44910430908203,35.6492805480957,-12.5335538920397,67.94167515137377,7181395.0,-5.7314073379893475
KO,ok,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-09-12,67.01000213623047,16032,False,True,False,False,-0.9021008364013983,-1.252576578950737,-1.3978766348442195,-4.896390850227061,-6.580222880867204,-3.606285524263775,67.57814936238931,63.137512571058025,56.752027062094136,13.13459013180994,146477.69219831165,22.836670074428962,22.04298722962072,73.37828063964844,59.938377380371094,-8.678696813150731,11.79815848364161,16919925.0,10.4526172545091
CSCO,ok,Information Technology,Communications Equipment,2025-09-12,66.52999877929688,8958,False,True,False,False,-1.7137001333594193,-1.2028476427730084,-0.553068367926568,-5.497162873156225,2.811178122710545,40.09937325588111,60.64151133199137,54.02465662567563,48.566356119836215,19.423967421446584,131485.69517936432,39.14002057769225,45.35839766617687,71.79000091552734,47.79917526245117,-7.326928637902819,39.186499377866404,17701560.0,4.659137386761403
ABNB,ok,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-09-12,122.55000305175781,1194,False,True,False,False,-0.4063388765538578,-1.0176839768045731,-1.0176839768045731,-1.605780771574039,-11.713849717468916,6.4541349269524595,131.25444264810875,136.2558948069396,138.58621041379382,138.58621041379382,-15.313387211657037,48.045744104041695,28.58805275407292,161.4199981689453,105.69000244140625,-24.080036896361136,15.952313578286292,4370435.0,20.420507340802452
MDLZ,ok,Consumer Staples,Packaged Foods & Meats,2025-09-12,61.97999954223633,6099,False,True,False,False,-0.11281175775166297,-0.9429441512953884,0.3887234487284452,-0.3376734026529937,-8.37818460777795,-15.143479656915638,64.58696977835727,65.91908763180196,61.411825423028056,30.337867615007536,441.7580318944219,21.188117304097247,38.02345047923323,73.42981719970703,55.344058990478516,-15.592872342757765,11.990339474196265,6454765.0,-24.805937938871516
FSLR,ok,Information Technology,Semiconductors,2025-09-12,201.6999969482422,4733,False,True,False,False,-0.7918944615045609,-0.6697530910582894,-1.676904773150656,9.121402804797295,20.181132543442715,-3.131305462605416,175.76884463488818,179.84815088655083,141.9823805268403,97.5331544068105,715.2788957731102,59.82500435452079,49.13484224772131,255.75,120.37999725341797,-21.133921036855448,67.55275091395244,3278040.0,-62.20302375809935
SLB,ok,Energy,Oil & Gas Equipment & Services,2025-09-12,35.56999969482422,11014,False,True,False,False,-1.2767113518110218,-0.586917528331965,-0.6979341209657375,6.869277292779108,0.6304741549844062,-7.453127887604194,37.73097793609497,42.96025119955924,38.13009074235418,27.20055553045943,611.6189272555663,36.10528169036989,52.15443443302432,44.25947189331055,31.4315242767334,-19.633022778565216,13.166639268443783,14355795.0,-6.122231475163864
KEY,ok,Financials,Regional Banks,2025-09-12,19.059999465942383,9535,False,True,False,False,-0.5219226631843266,-0.2094288729237448,0.6335740681157054,5.729874070201624,19.577785585084516,25.77118782247345,16.674742273125517,14.760627158830465,14.898611132126705,9.67510891510794,1187.682829340061,40.21633506844319,58.312267523744175,19.229999542236328,12.918444633483887,-0.8840357792030159,47.54097731347572,27251255.0,-14.844655778238469
DG,ok,Consumer Staples,Consumer Staples Merchandise Retail,2025-09-12,104.4000015258789,3981,False,True,False,False,-0.9393660399496739,-0.14347347824049672,-4.46559050872033,-9.836772864314792,-6.176379739761972,32.83873159792839,89.26720352476812,107.16151801350102,165.5030903968082,98.61076747757261,424.9371900441245,28.768974983981078,29.317456497812557,116.31999969482422,67.65621185302734,-10.247591300050274,54.30955808266618,3184340.0,-19.69136461558754
FANG,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,136.8800048828125,3247,False,True,False,False,-1.1125511533768506,0.4329089630527694,-1.319300513646171,-1.511002237216541,-7.677702993790614,-18.072754824177185,153.88482246550905,161.43018469990602,120.94342077917354,84.46169343595325,904.569043930875,47.78169178462492,39.542506148387055,194.36395263671875,117.58053588867188,-29.57541610678611,16.413829762107763,1725615.0,1.529020088490185
COP,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,92.43000030517578,11014,False,True,False,False,-1.806009771428585,0.6205091345927949,-0.5594369662604293,-2.802968496489633,-1.581465545184113,-8.259203548052241,96.4639938780036,103.78248062285466,85.9804296098697,25.185775556867604,9139.620786121866,32.84624903230867,38.618515056992955,111.13639068603516,81.29182434082031,-16.831921808317215,13.70147127915111,6104010.0,-15.303218703770149
EOG,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,118.16000366210938,9052,False,True,False,False,-1.5333302815755179,0.7245811279563474,0.19503379660679165,-1.096507529261448,-1.2042611463672026,2.509015516935098,120.87272750428949,119.60084336510235,98.58476021942819,36.33720459264567,7288.7413448416655,38.58102761341925,43.01940748497048,134.7167510986328,102.8102798461914,-12.290043592575522,14.93014496106986,2373335.0,-17.112417758133603
CF,ok,Materials,Fertilizers & Agricultural Chemicals,2025-09-12,85.62999725341797,5054,False,True,False,False,-0.5805178404091449,1.1457518891446972,1.3612616604968375,-0.32970062043428117,-8.20092895921447,14.203407045577077,84.8790787168708,80.28868521658137,70.93217660970748,35.11309549692454,3716.8806507985564,44.74079715028951,45.91076169083112,101.87908935546875,67.6726303100586,-15.949388834204917,26.535642047727915,2243440.0,-37.45765431658524
DVN,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,34.77000045776367,10115,False,True,False,False,-1.4735065011995396,1.3407142700692098,0.028774846701518086,3.420587633595251,1.9947207454739768,-10.791127997486615,34.64920147291693,39.49966086355403,38.450592405856796,23.195991004491525,956.2555873408339,45.40018706297368,47.368423762127506,42.083641052246094,26.612640380859375,-17.378820871042663,30.65220121026142,6643435.0,7.20357766727604
EQT,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,50.939998626708984,11467,False,True,False,False,-0.03924736680336327,1.3731315954407686,-1.2790695095526328,-1.048952836692052,-7.967968014879934,60.70026370573651,48.557750306756375,42.689264775270495,33.48718639847579,14.023072503567564,18166.293161110123,33.71605605206587,43.77265697109363,60.255252838134766,32.42906188964844,-15.459655005430958,57.081320452779906,6408080.0,-25.929451567396168
OKE,ok,Energy,Oil & Gas Storage & Transportation,2025-09-12,73.05000305175781,11329,False,True,False,False,-0.3410641058547714,1.6843078724225746,0.5782814459903918,-3.0266809025311203,-10.492447142053596,-16.6001922893671,88.91958362837711,79.5806258487891,60.322191526935356,14.21288378147369,13757.463391645286,33.08333869199572,41.64333676692469,112.93365478515625,71.36000061035156,-35.316001956434214,2.3682769435978623,3293615.0,-25.546853533275748
OXY,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,45.66999816894531,11014,False,True,False,False,-0.7605438620966187,1.7149231559357325,0.008963295846475816,2.601372078659492,2.5784539352490476,-9.288482938830711,46.201163592091596,52.8081583739749,46.607443302300325,24.69967986782125,2650.729093677062,35.668718947488344,50.49297534853528,54.774635314941406,35.718650817871094,-16.62199500488967,27.860367408097247,7836495.0,-32.0525311379641
HAL,ok,Energy,Oil & Gas Equipment & Services,2025-09-12,22.229999542236328,13433,False,True,False,False,-0.35858326141234853,2.2068944470635676,0.588231486527957,5.650044463057591,1.9008682833938417,-19.22138458176462,24.470037726292098,29.67774947452735,27.628561544570193,14.664240816011686,1658.7717488889475,40.14766174871378,51.229338655840266,31.096923828125,18.956634521484375,-28.51383093355735,17.267648521904597,10326915.0,-34.808217168438006
JBL,ok,Information Technology,Electronic Manufacturing Services,2025-09-12,214.05999755859375,8148,False,True,False,False,-0.10266997477899054,2.3133525999672333,1.8848126320981873,-2.255429653541585,19.577172194572935,111.0149058997111,160.9347084318974,141.46677516990343,94.51554313890493,28.623985559545606,28840.178047492333,56.14111315620486,57.311155405869826,230.29522705078125,103.23957824707031,-7.049746405993708,107.34296012553524,1321265.0,-26.86554173462553
PWR,ok,Industrials,Construction & Engineering,2025-09-12,382.5299987792969,6939,False,True,False,False,-1.8247653223080307,2.425897000824895,2.6926171219588957,0.6763889309442161,6.686517773436096,53.18666260034406,325.29119806175686,276.8997062546595,183.70843475791298,51.82511847595399,5097.144621495464,49.814703383555866,52.23607759731628,421.67999267578125,236.55796813964844,-9.284290119637188,61.706664031488486,878970.0,-5.184477285914191
GEV,ok,Industrials,Heavy Electrical Equipment,2025-09-12,625.5499877929688,367,False,True,False,False,-1.3561517448556382,3.277195837194835,7.468040377069918,-1.3810297487571566,28.329048398993862,210.26695220035313,402.9856243969435,328.339791217357,328.339791217357,328.339791217357,377.53926596064025,53.980071230003546,54.2420312702276,664.5499877929688,208.7427978515625,-5.8686330172877685,199.67500399117907,2905695.0,-9.16803036794983
APA,ok,Energy,Oil & Gas Exploration & Production,2025-09-12,22.84000015258789,11679,False,True,False,False,-0.6092227695267072,5.447831548885107,0.3956050663203925,11.08949779119559,16.04596625571122,0.715783177177709,20.441195066231657,25.687841601210607,26.635824972277234,25.60151174011495,1187.4944460467545,43.75242754740337,57.09220066022196,25.739398956298828,13.618176460266113,-11.264438647668616,67.71702304804452,6273405.0,-21.442980327270433
ORCL,ok,Information Technology,Application Software,2025-09-12,292.17999267578125,9954,False,True,False,False,-5.093222056083513,20.980497420992283,25.506868060831444,19.657630207129095,46.50297484700372,89.38821903164715,182.4948035008404,150.39896594553773,107.22987341425221,27.110995313732758,574941.9712506396,46.453128044238056,66.70258134505691,328.3299865722656,122.55957794189453,-11.010262654924375,138.39833457512697,23523630.0,119.51161449147092
