ticker,status,sector,industry,last_date,last_close,data_points,rising_2day,declining_2day,rising_7day,declining_7day,pct_2d,pct_1d,pct_3d,pct_5d,pct_21d,pct_63d,pct_252d,avg_1y,avg_2y,avg_5y,avg_max,cum_return_from_start_pct,ann_vol_pct,rsi,52w_high,52w_low,pct_from_52w_high,pct_from_52w_low,avg_volume_20d,volume_vs_avg
DOW,ok,Materials,Commodity Chemicals,2025-09-19,23.489999771118164,1636.0,False,True,False,False,-4.278733110171995,-2.571550491654495,-4.044116787706953,-6.190100190643455,-1.040488986191579,-14.15903592892378,-50.936313548011846,34.03983565250716,41.40616933773337,44.37600263972191,41.7949102187215,-32.18822864262534,37.558271992300774,40.17242422568263,51.43639373779297,20.57270622253418,-54.331946576847876,14.180407366088502,13755595.0,38.852590527708905
LEN,ok,Consumer Discretionary,Homebuilding,2025-09-19,127.31999969482422,11472.0,False,True,False,False,-4.249079848093751,-4.177011835868849,-4.850159167612,-7.248491489726638,-2.302031507664759,20.160194997205892,-29.463808545621305,130.8687572707218,136.59144774298545,106.86288113199222,26.153046806765047,43129.015687067746,44.50872083857716,41.00741084435718,183.44857788085938,101.84039306640625,-30.596355030066164,25.019155819443554,4066785.0,318.93535065168186
TPL,ok,Energy,Oil & Gas Exploration & Production,2025-09-19,875.0999755859375,11472.0,False,True,False,False,-4.1511527288129795,-4.17949162120792,-6.473437048373787,-6.623132244534258,-2.030415889266568,-19.14827795243399,0.711806990902053,1175.533561311395,894.6999429206014,637.7741558415115,90.31761301863247,58371.54283798995,34.779381580261834,39.32385305476408,1720.8994140625,853.3648681640625,-49.148685365630826,2.546988777336958,139460.0,206.03757349777715
DECK,ok,Consumer Discretionary,Footwear,2025-09-19,113.79000091552734,8037.0,False,True,False,False,-4.120323034272166,-1.4207739628455118,-4.128402919443774,-3.9746827717068833,9.360881862660353,11.898906661048713,-26.63443169719638,141.81458160886726,138.0433797817344,91.55878976044382,19.864300106945834,9210.092901010568,61.06236528465322,37.58505210820237,223.11000061035156,95.31999969482422,-48.998251712501734,19.376837263781514,2708085.0,67.78646165094521
DVN,ok,Energy,Oil & Gas Exploration & Production,2025-09-19,33.959999084472656,10120.0,False,True,False,False,-4.094890621823666,-2.9991410665527907,-2.888195884970468,-1.650737662828916,1.2316096892678319,-0.2740265571187783,-13.721832110340259,34.32656212916887,39.10708730405652,38.29364488762655,23.041605679154866,938.8205868549651,45.39709311135178,39.72692570271718,41.79315948486328,26.428945541381836,-18.74268539861805,28.495474900044233,7328970.0,85.14334210673533
BLDR,ok,Industrials,Building Products,2025-09-19,124.1500015258789,5090.0,False,True,False,True,-3.9681291010651654,-3.7074314910747974,-9.37294945062681,-13.017581978442694,-6.47834160009122,8.125763678673191,-35.96884732750836,145.0996410172299,152.94980099566178,101.94817659201895,32.86271287321107,823.1666983298772,67.1117915617509,36.26914360292307,201.8300018310547,105.62999725341797,-38.48783609990708,17.532902351620262,2071450.0,107.34751019817037
EXPD,ok,Industrials,Air Freight & Logistics,2025-09-19,120.1500015258789,10326.0,False,True,False,False,-3.841533044896006,-3.1438947440022957,-3.725962670009253,-2.720427942868553,0.7209326881978617,5.737925222263285,-1.6113796247484213,115.8860247182656,117.02988171435256,109.69896697390611,31.237263343621457,92959.74669414133,35.156963471520676,48.51031339429864,129.7192840576172,102.1375503540039,-7.376915931395296,17.635483824944593,1274155.0,168.23267184918632
DG,ok,Consumer Staples,Consumer Staples Merchandise Retail,2025-09-19,102.11000061035156,3986.0,False,True,False,False,-3.796870927521323,-4.480823991726279,-2.0151602462051943,-2.19348743492086,-11.092727934724532,-7.962828534671207,21.8886556837425,89.69905172401215,107.0791991216762,165.16439583043385,98.61850088514758,413.4227587392799,28.777727899100764,34.30861740763797,116.31999969482422,67.65621185302734,-12.216299107422492,50.92479731524098,3417415.0,77.25093381986092
CDW,ok,Information Technology,Technology Distributors,2025-09-19,161.22000122070312,3077.0,False,True,False,False,-3.6284250756395076,-1.0130741977963376,-2.9671940155789334,-1.86864215161473,-3.046172413274173,-5.154353215252128,-26.78869666147836,179.4713675206401,200.04727288126708,180.14229795735352,107.90950722085373,898.7847128676183,28.387983456067488,44.573882918783546,225.44798278808594,143.45864868164062,-28.489046906999878,12.380816843241004,1411480.0,104.72128545923427
MNST,ok,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2025-09-19,64.12999725341797,10023.0,False,True,False,False,-3.592903653427282,-0.7889884607767184,-3.068328742935089,-0.8656750144591663,-0.4037927297639743,1.648434139031174,25.572738665822502,56.8183266537123,55.10491055285717,50.4576393661985,11.64252419716359,96213.45798510726,77.53581563720189,58.33332409229945,66.5199966430664,46.15999984741211,-3.592903653427281,38.92980386786834,5356355.0,142.9394616301571
LYV,ok,Communication Services,Movies & Entertainment,2025-09-19,163.72000122070312,4967.0,False,True,False,True,-3.3358883269584583,-0.582943586212159,-3.9314616947713876,-5.761811289361118,1.1241552766100948,9.975150527697663,59.07501373246562,137.88589577845843,114.9512519608909,97.50738837005227,43.1045338886231,1408.9400503645497,46.483965419598995,44.86084492369189,174.05999755859375,102.80000305175781,-5.940478273538914,59.26069684868908,2238285.0,70.78254109731334
EOG,ok,Energy,Oil & Gas Exploration & Production,2025-09-19,116.0,9057.0,False,True,False,False,-3.2042694052357157,-1.9607840608587335,-4.005293350354888,-1.8280328327393458,-1.9939173691970735,-6.671002767517598,-2.81223706489524,120.89102777731846,119.54742345184266,98.93115339309547,36.38256766865345,7153.670564274374,38.57565821033905,32.98610548995772,134.7167510986328,102.8102798461914,-13.893410393284611,12.829184176466576,2623160.0,160.38442184235805
FIS,ok,Financials,Transaction & Payment Processing Services,2025-09-19,65.11000061035156,6099.0,False,True,False,False,-3.037975977917362,-1.7059137830015336,-2.0018088232727327,-2.5882642464454375,-6.118621620696962,-18.30902973511428,-21.841776382127232,77.58898761642881,71.43082352139604,84.90026719706833,48.563054248258155,621.6218124472837,30.25673059131739,28.75546105417034,89.09481811523438,65.11000061035156,-26.920552746245107,0.0,4314790.0,61.10865186950003
CLX,ok,Consumer Staples,Household Products,2025-09-19,121.66000366210938,13258.0,False,True,False,False,-2.9824544005270237,-1.981952167287071,-2.555061955145266,-1.497853163406604,0.33814735019330744,1.7643613819213089,-23.561818634150132,141.94851651134718,138.18905804977265,143.35519084808934,38.70235826972092,7378.377361407833,28.786169015847822,58.03904746035517,165.30882263183594,116.81856536865234,-26.404409803908717,4.1444082780665665,2031590.0,160.89417648245953
MKTX,ok,Financials,Financial Exchanges & Data,2025-09-19,178.32000732421875,5251.0,False,True,False,False,-2.838768315660145,-0.7734679971725722,-2.525415467110448,-3.5325932181144104,-5.710653591269699,-18.532954913576706,-29.99943155588426,222.81519746210472,223.09671954843208,304.1071415676433,139.09960633108807,1106.9475720148778,44.110271219893924,42.417596237282595,289.4745788574219,178.32000732421875,-38.398733309135004,0.0,1143775.0,748.3049550829489
LYB,ok,Materials,Specialty Chemicals,2025-09-19,52.0099983215332,3874.0,False,True,False,False,-2.8213791541764177,-1.2905680829361055,-1.215580599805155,-5.813116313308642,-3.756821111945019,-8.722403710738691,-40.58043050384725,66.18716378990872,76.23278116942873,74.84902818035927,53.64016880666588,462.977214759184,35.39198162077788,28.64174725020979,89.15187072753906,47.213138580322266,-41.66134945111445,10.160010296816397,4827175.0,62.18388602029137
APA,ok,Energy,Oil & Gas Exploration & Production,2025-09-19,23.479999542236328,11684.0,False,True,False,False,-2.814570817344686,-1.7573225230025025,-4.202369143317208,2.802098885169757,15.43755833870497,19.178221574442823,-2.2027861001485682,20.451308250427246,25.5307617396057,26.68732819283844,25.60073726616343,1223.5706020307366,43.756585986689934,51.42857202742473,25.73940086364746,13.618176460266113,-8.777987232026655,72.41661988111369,6999000.0,58.53836262323189
CPAY,ok,Financials,Transaction & Payment Processing Services,2025-09-19,301.92999267578125,3713.0,False,True,False,False,-2.800763632062331,-1.0941122475491838,-1.423492685854677,-1.7666556918820575,-4.579362915444163,-4.5461746368445795,-1.613012294144578,339.4613951420879,307.952962613722,266.3936068297951,185.22517381149774,1007.9999731221329,30.939944660706033,30.295494255924808,389.54998779296875,283.07000732421875,-22.492619140769747,6.662657598323694,405810.0,146.1496759567285
HOLX,ok,Health Care,Health Care Equipment,2025-09-19,66.33000183105469,8955.0,False,True,False,False,-2.741928447015418,-2.841650662668882,4.737091288901407,2.9169976289095567,-3.534031747645028,2.8691041839441267,-19.10975386456746,68.20633484737806,71.31125264708137,72.78743634558028,23.788556663178653,2674.588311887255,51.45227565914745,47.139748401057844,83.72000122070312,52.72999954223633,-20.771618652757574,25.79177395578178,2188735.0,289.0420722472113
EXR,ok,Real Estate,Self-Storage REITs,2025-09-19,139.32000732421875,5309.0,False,True,False,True,-2.695897156736904,-2.3617598006358875,-2.8587302308405227,-4.26715557422348,0.8814680239543904,-3.559340921081744,-18.605050663262933,148.3675636200316,142.01269387156069,140.59030929492536,57.781247516252336,2570.012586310995,32.71287048819836,43.9552888769549,175.33973693847656,123.86018371582031,-20.54282174889795,12.481673403511833,1077885.0,102.4427466752019
CMCSA,ok,Communication Services,Cable & Satellite,2025-09-19,31.59000015258789,11472.0,False,True,False,False,-2.59019471070997,-0.15802540463039083,-2.1678561260208618,-4.446464487719992,-5.106640781576333,-7.675717486521993,-16.797082186141953,36.161439675258926,37.77830317290592,39.97013897652839,11.859276675652307,49916.52749521828,35.141222077647164,13.719524605359425,43.95838928222656,31.40999984741211,-28.136584009549935,0.5730668769506906,23392510.0,129.92872504917173
DLTR,ok,Consumer Staples,Consumer Staples Merchandise Retail,2025-09-19,95.26000213623047,7687.0,False,True,False,False,-2.5772107532486155,-3.0531242975556983,-0.23041601693361002,-2.2473010575617236,-15.959414716728693,-3.4950835581406436,29.60544508330676,82.85709168331556,100.02892633366064,118.0759792176022,46.763094887585204,8050.770152531113,41.473746509785094,28.09448917286531,117.16000366210938,61.209999084472656,-18.692387198142065,55.628171150218805,5369560.0,33.09470422157494
BMY,ok,Health Care,Pharmaceuticals,2025-09-19,45.02000045776367,13438.0,False,True,False,False,-2.4485396116001867,-1.2719255170295263,-2.848510337673149,-2.5541131724879707,-6.713630286895123,-2.659506641528997,-4.750573733478558,51.50901226028503,48.642599268888624,54.45228610676565,16.963574472206577,15179.099142162973,26.337255139739778,31.379284716919457,61.620582580566406,43.310001373291016,-26.939995416463564,3.948277603905136,11355360.0,149.69177551394233
CVX,ok,Energy,Integrated Oil & Gas,2025-09-19,156.2100067138672,16037.0,False,True,False,False,-2.423630278455513,-1.6557477239100504,-2.087242517487975,-0.5728431627445851,1.951445940048746,5.616142195723395,13.86584881751074,147.4033042634151,145.3964339572914,128.23605542274038,27.868428954591536,49576.261240931766,25.627976531486024,40.018180114978826,164.64930725097656,130.6661376953125,-5.125621648832853,19.54895849000903,8121470.0,105.74969802264862
MA,ok,Financials,Transaction & Payment Processing Services,2025-09-19,584.1599731445312,4861.0,False,True,False,False,-2.417191189926049,-0.3225005866061337,-0.3853909879417028,0.6460950317037639,-1.4375412763276474,9.752968362276837,17.272158899629673,543.6519466567324,490.83799607142305,405.0594817483501,167.4448352245067,13856.186720258302,32.62537916953459,42.917147003166335,598.9600219726562,478.5125732421875,-2.4709577075580933,22.078291315633393,2617920.0,157.63965285417433
IPG,ok,Communication Services,Advertising,2025-09-19,25.649999618530273,11472.0,False,True,False,False,-2.322926904169098,-1.421986290253885,-2.6934786622974216,-2.8040916568131125,-2.4077684304210534,10.885114401094476,-13.731890928471046,26.224843940886842,27.48188066198148,27.64160091937727,10.456370251757226,6755.7404790273595,34.36387464362002,39.71292149853572,30.52309799194336,22.32640266418457,-15.965281029793735,14.886397080338115,5725890.0,209.05763121540932
DPZ,ok,Consumer Discretionary,Restaurants,2025-09-19,428.7099914550781,5333.0,False,True,False,True,-2.167910404884932,-0.31854426152362336,-3.0988702040025795,-4.796690539157023,-2.8210862935854286,-3.78140330420651,5.52026646329733,448.6931853883295,437.7722362116364,402.8269606426263,158.47118686056038,6983.457876404468,35.061392971493945,28.536973934593092,493.69287109375,397.6145935058594,-13.162612515490816,7.820487089028466,626945.0,136.97453524631348
CCL,ok,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-09-19,30.520000457763672,9613.0,False,True,False,False,-2.1481246066743287,-2.957075620397731,-2.1794881043192493,-3.141858977870582,4.306220844243613,28.39713870428362,69.27342925931931,24.390717191050253,20.010755529460567,18.30500001702339,22.239949399854765,1477.1506746835416,43.24940699061144,37.14823207092901,32.4900016784668,16.43000030517578,-6.063407568269751,85.75775953059025,17990010.0,85.32285418407216
XOM,ok,Energy,Integrated Oil & Gas,2025-09-19,112.81999969482422,16037.0,False,True,False,False,-2.1424244956966265,-0.9742829872538272,-1.6219049576228661,0.5884415220804851,3.952824991964987,-0.723769449944478,2.38155241761,109.38243823412405,107.11805952614392,85.22690950685246,21.49423609407815,125079.27782387887,22.965575255107062,45.43194047458733,120.99515533447266,98.1051254272461,-6.756597499337445,14.999088175561784,15545695.0,149.15708175157172
CI,ok,Health Care,Health Care Services,2025-09-19,290.3599853515625,10957.0,False,True,False,False,-2.1005465670630996,-1.1574156798180968,-1.308591215571775,-4.095661254490546,-4.184099954914389,-7.165110493286175,-16.932925534589792,308.01630003423804,312.2811518644481,266.4145392278198,65.39753324432596,13427.236488875329,32.04815596753278,37.639349100519155,351.854736328125,260.9122314453125,-17.477312261960023,11.286459719854983,1457405.0,76.60842387668494
KR,ok,Consumer Staples,Food Retail,2025-09-19,65.58000183105469,16037.0,False,True,False,False,-2.060927825995107,-0.6213002666877521,-1.7528062456109605,-3.9683687921235222,-8.701099597213013,-8.415682344401155,21.58376118740928,64.219108368771,56.27727195330216,46.80046690041852,8.78267234402279,203631.25080866413,28.732697728159234,34.52059204076812,73.97411346435547,53.52653121948242,-11.347363611657874,22.518684355142895,8402850.0,95.29088345025795
COP,ok,Energy,Oil & Gas Exploration & Production,2025-09-19,91.91999816894531,11019.0,False,True,False,False,-2.025156184245569,-1.6688116516553109,-2.7713166080070573,-0.5517712155648558,-3.1299412370184077,-2.1245106890865673,-12.379739879604978,96.27973260157611,103.55494272827391,86.23591665097862,25.216645953973092,9088.631553408297,32.842044638065055,32.00610040588886,111.13638305664062,81.29182434082031,-17.29081364642008,13.074099288959015,6667195.0,129.23583306023
MKC,ok,Consumer Staples,Packaged Foods & Meats,2025-09-19,65.4800033569336,13258.0,False,True,False,False,-1.9907113459983639,-1.1622590838738178,-2.42884404499103,-5.032623270329317,-6.296499813140965,-9.835117490921629,-20.70669989326358,75.193156785699,71.9029546172671,77.65974553223629,17.63280143584623,16865.46669419674,26.476334039592054,32.39740963094381,83.7269515991211,65.4800033569336,-21.793398533787112,0.0,2415125.0,83.1665027690078
NKE,ok,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-09-19,70.88999938964844,11292.0,False,True,False,False,-1.9637646478893434,-1.6782234536481422,-2.5567018698990585,-2.8904117950021457,-6.558610859308955,19.181137565754124,-10.140137453754539,71.33790918175443,81.78690806060851,105.98361815616583,24.789947933234007,56903.49949812545,34.321950291965294,20.196060538515738,87.49847412109375,52.644737243652344,-18.981444988926285,34.657333479608205,12348750.0,170.48243749367344
SWK,ok,Industrials,Industrial Machinery & Supplies & Components,2025-09-19,76.66999816894531,11472.0,False,True,False,False,-1.9314429909646602,-3.401794738822772,-1.4651065742419256,-1.1602443334016943,4.892139255666184,20.118144840803232,-22.283366204765244,77.65515539465673,81.21943738114526,105.86999941783345,39.22952109627228,4507.647831623277,32.38184234258884,57.69784009446545,105.48236846923828,54.527645111083984,-27.31486855900045,40.60757256755325,2413395.0,148.40939837863257
AON,ok,Financials,Insurance Brokers,2025-09-19,351.32000732421875,11419.0,False,True,False,False,-1.86591974183834,-0.40821022835411114,-1.4723616378722326,-5.546445545303447,-6.064169164647392,-0.7450381158130681,1.4012008833630851,366.872953255338,337.9917888300082,297.68376563005387,64.30424181121442,32427.55378837839,27.4945094556206,35.0095637327383,407.60504150390625,334.4428405761719,-13.808718845090167,5.046353128376499,1214225.0,207.093001708909
CAG,ok,Consumer Staples,Packaged Foods & Meats,2025-09-19,18.540000915527344,11472.0,False,True,False,False,-1.8528241685009772,-1.1199951171875,-2.1119303445160997,-3.2863805855988137,-3.6883069323254913,-12.140585187106756,-39.64204365732592,23.812966244154243,25.381167394740444,27.998655147613235,11.114782100895386,13029.830893850109,26.46187969400001,40.75236909087539,30.87712287902832,18.260000228881836,-39.95554252847931,1.5334100938434319,12155725.0,68.44244173013128
BBY,ok,Consumer Discretionary,Computer & Electronics Retail,2025-09-19,72.2300033569336,10185.0,False,True,False,False,-1.8213896200204749,-2.034449927715809,-1.1849046875252789,-3.5683455699571542,1.235236286778152,8.357087240829664,-22.944723908479403,76.53735237577521,74.49336899440758,77.85718107223511,23.73412750432552,77373.42939954768,50.21297854709512,48.42177940839023,98.26980590820312,54.694725036621094,-26.49827412460153,32.06027328699738,4012250.0,39.58751324070035
EFX,ok,Industrials,Research & Consulting Services,2025-09-19,257.5799865722656,11472.0,False,True,False,False,-1.8106965437180378,-1.2043627775912058,-1.1512779778150906,0.5190191501524444,3.9274938979214635,0.9401420285672923,-12.892917512800494,256.5430722179641,247.44830916842693,222.9807929506727,50.70071091439128,104317.51764675892,30.011520273252216,58.71042717607516,300.05401611328125,204.69354248046875,-14.155461103703454,25.836889357094954,1007045.0,50.311058592217826
T,ok,Communication Services,Integrated Telecommunication Services,2025-09-19,29.010000228881836,10540.0,False,True,False,False,-1.7941796554478806,-0.650686743470108,-1.0910320342877977,-1.8938095086974305,-0.9221326893165571,5.509072981341245,39.44773376270809,25.259405098113405,20.693572135379252,17.626185873511492,7.484322801992947,10942.683312811529,24.636809059690094,46.19564513178061,29.6200008392334,20.40232276916504,-2.05942131353211,42.189693580997414,31171565.0,99.094270691895
CHD,ok,Consumer Staples,Household Products,2025-09-19,90.3499984741211,11472.0,False,True,False,False,-1.7934799194335938,-1.8681451356622691,-1.2784071370854355,-2.786748331449651,-4.804556961374096,-6.005647905426192,-11.946184537032767,100.95227524958759,99.43166648606893,90.8300784347923,20.545825465225757,83781.93554911579,25.936300478482664,39.38017961077988,112.48204803466797,90.3499984741211,-19.676072713154706,0.0,1958815.0,136.95448523724804
FI,ok,Financials,Transaction & Payment Processing Services,2025-09-19,131.8000030517578,9822.0,False,True,False,False,-1.773729135441382,-0.8052924698958464,-0.715628586246464,-1.8761198146588831,-5.830239547495597,-19.3291718002494,-24.81460310480229,187.78115528608222,165.92347915983106,131.51194259011822,32.82945385680279,47465.42895447405,33.13629351169098,33.454369612823726,237.7899932861328,131.8000030517578,-44.57293966396525,0.0,4176180.0,153.66722698734253
CBOE,ok,Financials,Financial Exchanges & Data,2025-09-19,233.05999755859375,3841.0,False,True,False,False,-1.6458512174093443,-0.5843941304397027,-0.2909249245269696,-0.4910162342800284,-7.490174122091153,3.19238045615704,10.03878347283582,217.34651998694673,197.65082172371046,147.08623549588927,87.38983743434709,796.5230487689721,24.635184736831604,44.811489515811346,253.24000549316406,189.73448181152344,-7.968728280222316,22.834813858510223,869590.0,13.030278637058835
BIIB,ok,Health Care,Biotechnology,2025-09-19,142.5,8564.0,False,True,False,False,-1.635946156600876,-0.9109224538161986,-0.8212644320242601,-1.629159602656327,2.525357484793078,12.169394657634225,-28.106556090424473,144.7852986856286,186.75833017641224,233.59079610010622,124.01342738613953,4460.0,56.296259542780305,66.36944389910138,201.44000244140625,113.37999725341797,-29.259333661173077,25.683545115542127,1678680.0,123.30045035384947
K,ok,Consumer Staples,Packaged Foods & Meats,2025-09-19,77.37999725341797,13258.0,False,True,False,False,-1.614754288393827,-1.048593001054654,-2.5686237252080746,-2.580892665090717,-2.612846651268208,-0.9168924501910203,-1.3000653467880596,79.77086332404755,67.84914084220264,60.16636463639083,20.887795367049296,14626.937553096719,24.405815550208075,36.000011097285736,81.7077865600586,77.28203582763672,-5.296666925935536,0.12675834006202275,3055990.0,103.04058586579146
EQT,ok,Energy,Oil & Gas Exploration & Production,2025-09-19,49.189998626708984,11472.0,False,True,False,False,-1.600326115016748,-0.4049418210387179,-1.5215257750193167,-3.4354143054146746,-4.187770782019628,-18.36396611122131,49.8156243265051,48.893536115547576,42.77443842575043,33.63030984902837,14.038622057447249,17538.77973775801,33.710551031304306,28.45527749279549,60.255252838134766,33.090274810791016,-18.363966111221302,48.6539441209709,7628665.0,248.81594617144677
BG,ok,Consumer Staples,Agricultural Products & Services,2025-09-19,79.16999816894531,6069.0,False,True,False,False,-1.5421035153470264,-0.9136462365362474,-5.40088916310586,-3.0017207733300633,-3.8849149823167894,-6.460685475601958,-16.106987547385497,79.49120032929804,88.27154313498889,84.18463416008433,51.92889473925,700.7544568717877,33.52001261120708,36.16437520066353,96.94945526123047,67.22735595703125,-18.33889323501445,17.76455736195734,2154280.0,118.53240990029153
BR,ok,Industrials,Data Processing & Outsourced Services,2025-09-19,241.4600067138672,4655.0,False,True,False,True,-1.4931415128213166,-0.45349227234422473,-1.689668126774746,-4.193942037307174,-7.429545751825928,2.496812585190966,16.212571249799424,233.5531484292323,213.04239079682063,173.14868058976094,78.70704134573357,1637.611664512403,26.21067271878245,30.479736291664892,265.849609375,205.07579040527344,-9.174210456231863,17.7418388765884,701955.0,183.4369724554993
JBHT,ok,Industrials,Cargo Ground Transportation,2025-09-19,132.52000427246094,10539.0,False,True,False,False,-1.486767719653903,-1.88064070194498,-3.8316390873472606,-3.9222712177162555,-7.02307906585763,-4.793512458754012,-20.2229886639116,156.52433916677043,167.31772730317314,167.14732998647509,42.93254698003217,12291.619353364433,37.49971421131883,27.51530832350197,195.43255615234375,123.94097900390625,-32.19143888740889,6.921863404261397,1190255.0,86.04416700622977
ICE,ok,Financials,Financial Exchanges & Data,2025-09-19,169.77000427246094,4991.0,False,True,False,False,-1.4397652990067122,-0.7947178002378208,-0.9509858121744541,-2.1414794622430455,-6.097920903994858,-4.5875232977486196,5.447397504586404,166.83360703912865,148.25116025951226,123.4653077459639,59.008171889041996,2418.679122390839,38.33207737729719,30.164195598209332,187.92478942871094,141.621826171875,-9.6606654244181,19.875593234071676,2862475.0,67.91413025441271
LKQ,ok,Consumer Discretionary,Distributors,2025-09-19,30.68000030517578,5525.0,False,True,False,False,-1.382193174990498,-1.4455472782599954,-2.6649750646846493,-5.015476687770326,0.19594860972540484,-16.582207294808736,-22.471528746372204,37.203196179819294,40.460534200042666,43.61869076558739,22.62251966107485,1613.9378839399064,35.521802132696486,30.36436574799805,43.01622772216797,28.963367462158203,-28.678078181724985,5.926910416271269,4313605.0,54.439268315017266
GPC,ok,Consumer Discretionary,Distributors,2025-09-19,137.3300018310547,11472.0,False,True,False,False,-1.3646440815831773,-0.4205654525800351,-1.6472126128536213,-2.795864228745326,0.9845706685953859,15.503696446981996,3.2296681038818553,122.83140992548361,129.5336000658646,127.07482646529083,35.339729077584074,12584.45802925334,24.367235736471766,47.642327904597764,142.77000427246094,103.91503143310547,-3.8103258938233275,32.15605089766042,1346865.0,7.271330088761685
